,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex,underground_counts,adress
2465,ID 116024208,homeowner,https://www.cian.ru/rent/flat/301460858/,Москва,rent,flat,5,15,-1,18.0,40000,0,Нижегородский,Подъемная ,1,Калитники,,23,"Москва, Подъемная , 1"
2466,ID 111078142,homeowner,https://www.cian.ru/rent/flat/296044286/,Москва,rent,flat,2,5,1,21.0,40000,0,Москворечье-Сабурово,Каширское шоссе,56К2,Москворечье,,3,"Москва, Каширское шоссе, 56К2"
2467,ID 115043499,homeowner,https://www.cian.ru/rent/flat/301492775/,Москва,rent,flat,20,33,1,20.0,40000,0,Южное Медведково,Полярная ,27к6,Медведково,,40,"Москва, Полярная , 27к6"
2468,ID 96565560,homeowner,https://www.cian.ru/rent/flat/301635957/,Москва,rent,flat,22,25,1,20.0,40000,0,Царицыно,Кавказский бульвар,51к2,Кантемировская,,26,"Москва, Кавказский бульвар, 51к2"
2469,ID 114651835,homeowner,https://www.cian.ru/rent/flat/301361939/,Москва,rent,flat,4,8,-1,25.0,40000,0,Бибирево, Корнейчука,27,Медведково,,40,"Москва,  Корнейчука, 27"
2470,ID 100044541,homeowner,https://www.cian.ru/rent/flat/300164384/,Москва,rent,flat,4,13,1,24.0,43000,0,,бульвар Севильский,3,Филатов Луг,,80,"Москва, бульвар Севильский, 3"
2471,ID 116193613,homeowner,https://www.cian.ru/rent/flat/301642587/,Москва,rent,flat,9,17,1,21.0,43000,0,, Большое Понизовье,7,Филатов Луг,,80,"Москва,  Большое Понизовье, 7"
2472,ID 116228241,homeowner,https://www.cian.ru/rent/flat/301687148/,Москва,rent,flat,6,32,1,20.0,44000,0,Западное Дегунино,Базовская ,15Бк2,Грачёвская,,25,"Москва, Базовская , 15Бк2"
2473,ID 113343325,homeowner,https://www.cian.ru/rent/flat/298629970/,Москва,rent,flat,6,33,1,20.0,44500,0,Западное Дегунино,Базовская ,15Бк2,Грачёвская,,25,"Москва, Базовская , 15Бк2"
2474,ID 109713770,homeowner,https://www.cian.ru/rent/flat/295111787/,Москва,rent,flat,3,14,1,38.0,45000,0,, 1-я Ватутинская,14к2,Коммунарка,,83,"Москва,  1-я Ватутинская, 14к2"
2475,ID 52153437,homeowner,https://www.cian.ru/rent/flat/301685068/,Москва,rent,flat,3,21,1,19.5,45000,0,Люблино,Люблинская ,72Ак2,Депо,,11,"Москва, Люблинская , 72Ак2"
2476,ID 115682757,homeowner,https://www.cian.ru/rent/flat/301105532/,Москва,rent,flat,3,17,1,21.0,45000,0,, Александры Монаховой,87к5,Бунинская аллея,,86,"Москва,  Александры Монаховой, 87к5"
2477,ID 89717557,homeowner,https://www.cian.ru/rent/flat/300586735/,Москва,rent,flat,17,17,1,20.0,45000,0,, Александры Монаховой,91к1,Бунинская аллея,,86,"Москва,  Александры Монаховой, 91к1"
2478,Анна Раенок,realtor,https://www.cian.ru/rent/flat/301148550/,Москва,rent,flat,8,10,1,25.0,47000,0,Богородское,Ивантеевская ,13,Бульвар Рокоссовского,,27,"Москва, Ивантеевская , 13"
2479,ID 49808001,homeowner,https://www.cian.ru/rent/flat/301580926/,Москва,rent,flat,15,16,1,21.0,48000,0,, Красулинская,20,Филатов Луг,,80,"Москва,  Красулинская, 20"
2480,ID 115544725,homeowner,https://www.cian.ru/rent/flat/300940780/,Москва,rent,flat,8,11,1,29.0,50000,0,Останкинский,Березовая аллея,17к1,Ботанический сад,,41,"Москва, Березовая аллея, 17к1"
2481,ID 76560282,homeowner,https://www.cian.ru/rent/flat/301174181/,Москва,rent,flat,1,5,-1,17.0,50000,0,Академический,Большая Черемушкинская ,40К2,Профсоюзная,,14,"Москва, Большая Черемушкинская , 40К2"
2482,ID 102993726,homeowner,https://www.cian.ru/rent/flat/301784204/,Москва,rent,flat,27,33,1,26.0,52000,0,Рязанский, Михайлова,30Ак6,Окская,,11,"Москва,  Михайлова, 30Ак6"
2483,ID 111880636,homeowner,https://www.cian.ru/rent/flat/296958742/,Москва,rent,flat,8,24,-1,25.7,52000,0,Дмитровский,Дмитровское шоссе,107к3,Яхромская,,18,"Москва, Дмитровское шоссе, 107к3"
2484,ID 85317557,homeowner,https://www.cian.ru/rent/flat/301078562/,Москва,rent,flat,9,31,1,27.0,52000,0,Нижегородский,Газгольдерная ,10,Нижегородская,,35,"Москва, Газгольдерная , 10"
2485,ID 115319854,homeowner,https://www.cian.ru/rent/flat/300711778/,Москва,rent,flat,13,15,1,22.0,52000,0,,,27,Филатов Луг,Саларьево Парк ЖК,80,"Москва, , 27"
2486,ID 540865,homeowner,https://www.cian.ru/rent/flat/301461379/,Москва,rent,flat,3,3,-1,22.0,55000,0,Головинский,Солнечногорский проезд,17,Моссельмаш,,11,"Москва, Солнечногорский проезд, 17"
2487,ID 56827270,homeowner,https://www.cian.ru/rent/flat/300946285/,Москва,rent,flat,20,32,1,32.0,55000,0,Нижегородский,Газгольдерная ,10,Нижегородская,,35,"Москва, Газгольдерная , 10"
2488,ID 76776676,homeowner,https://www.cian.ru/rent/flat/294763344/,Москва,rent,flat,12,24,-1,27.0,55000,0,Митино,Митинская ,16,Митино,,18,"Москва, Митинская , 16"
2489,ID 97231896,homeowner,https://www.cian.ru/rent/flat/291049567/,Москва,rent,flat,5,21,1,21.5,55000,0,Солнцево,Домостроительная ,2,Говорово,,14,"Москва, Домостроительная , 2"
2490,ID 13638957,homeowner,https://www.cian.ru/rent/flat/301738421/,Москва,rent,flat,10,33,1,20.2,56000,0,Нижегородский,Новохохловская ,15к3,Новохохловская,,8,"Москва, Новохохловская , 15к3"
2491,ID 115997968,homeowner,https://www.cian.ru/rent/flat/301434931/,Москва,rent,flat,15,16,-1,20.7,57000,0,,,5с1,Румянцево,,10,"Москва, , 5с1"
2492,ID 115643189,homeowner,https://www.cian.ru/rent/flat/301064705/,Москва,rent,flat,17,32,1,23.0,57000,0,Нижегородский,Газгольдерная ,10,Нижегородская,,35,"Москва, Газгольдерная , 10"
2493,ID 116327922,homeowner,https://www.cian.ru/rent/flat/301792461/,Москва,rent,flat,4,20,1,34.0,59000,0,Бутырский,Новодмитровская ,2к4,Дмитровская,,23,"Москва, Новодмитровская , 2к4"
2494,ID 93834724,homeowner,https://www.cian.ru/rent/flat/301442902/,Москва,rent,flat,18,20,1,30.0,60000,0,Головинский,Михалковская ,48к2,Коптево,,13,"Москва, Михалковская , 48к2"
2495,ID 115860307,homeowner,https://www.cian.ru/rent/flat/301306061/,Москва,rent,flat,21,21,1,23.0,60000,0,Тимирязевский,проезд 1-й Нижнелихоборский,1,Окружная,,25,"Москва, проезд 1-й Нижнелихоборский, 1"
2496,ID 112898043,homeowner,https://www.cian.ru/rent/flat/298094226/,Москва,rent,flat,14,25,1,22.5,60000,0,Солнцево, Авиаторов,1,Солнцево,,8,"Москва,  Авиаторов, 1"
2497,ID 95391497,homeowner,https://www.cian.ru/rent/flat/300576880/,Москва,rent,flat,21,24,-1,30.0,60000,0,Митино,Митинская ,16,Митино,,18,"Москва, Митинская , 16"
2498,ID 106150840,homeowner,https://www.cian.ru/rent/flat/301678897/,Москва,rent,flat,7,25,-1,20.8,65000,0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,,17,"Москва, Ленинский проспект, 158"
2499,ID 97001374,homeowner,https://www.cian.ru/rent/flat/301450551/,Москва,rent,flat,7,7,-1,21.0,65000,0,Таганский,Нижегородская ,32С3,Калитники,,23,"Москва, Нижегородская , 32С3"
2500,ID 113935865,homeowner,https://www.cian.ru/rent/flat/301595888/,Москва,rent,flat,2,4,-1,18.0,65000,0,Даниловский,2-я Рощинская ,10,Тульская,,18,"Москва, 2-я Рощинская , 10"
2501,ID 75778092,homeowner,https://www.cian.ru/rent/flat/286728924/,Москва,rent,flat,11,14,-1,25.0,65000,0,Сокол,Балтийская ,15,Сокол,,10,"Москва, Балтийская , 15"
2502,ID 101126940,homeowner,https://www.cian.ru/rent/flat/301700520/,Москва,rent,flat,2,5,-1,19.5,69000,0,Соколиная гора,Медовый переулок,5С2,Электрозаводская,,12,"Москва, Медовый переулок, 5С2"
2503,ID 114992423,homeowner,https://www.cian.ru/rent/flat/300415630/,Москва,rent,flat,7,22,-1,21.0,69999,0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,,17,"Москва, Ленинский проспект, 158"
2504,ID 107846451,homeowner,https://www.cian.ru/rent/flat/292730029/,Москва,rent,flat,10,19,1,30.0,70000,0,Рязанский,2-й Грайвороновский проезд,44к3,Стахановская,,11,"Москва, 2-й Грайвороновский проезд, 44к3"
2505,ID 115840075,homeowner,https://www.cian.ru/rent/flat/301287805/,Москва,rent,flat,26,28,1,27.0,72000,0,Щукино,Волоколамское шоссе,24к1,Стрешнево,,18,"Москва, Волоколамское шоссе, 24к1"
2506,ID 92318971,homeowner,https://www.cian.ru/rent/flat/301082892/,Москва,rent,flat,8,25,-1,28.0,73000,0,Ростокино, 1-я Леонова,18,Ботанический сад,,41,"Москва,  1-я Леонова, 18"
2507,ID 108098437,homeowner,https://www.cian.ru/rent/flat/292991108/,Москва,rent,flat,4,5,-1,35.0,75000,0,Останкинский,Шереметьевская ,85С1,Марьина Роща,,9,"Москва, Шереметьевская , 85С1"
2508,ID 81569955,realtor,https://www.cian.ru/rent/flat/301452432/,Москва,rent,flat,2,27,1,27.0,75000,0,Хорошевский, Зорге,9к2,Полежаевская,,10,"Москва,  Зорге, 9к2"
2509,Татьяна Федорова,realtor,https://www.cian.ru/rent/flat/301078977/,Москва,rent,flat,28,36,1,25.0,75000,0,Хорошево-Мневники,Шелепихинская набережная,42к3,Полежаевская,,10,"Москва, Шелепихинская набережная, 42к3"
2510,ID 109434340,homeowner,https://www.cian.ru/rent/flat/294521806/,Москва,rent,flat,6,10,-1,18.0,75000,0,Проспект Вернадского,проспект Вернадского,41С1,Проспект Вернадского,,11,"Москва, проспект Вернадского, 41С1"
2511,ID 94766265,homeowner,https://www.cian.ru/rent/flat/301075854/,Москва,rent,flat,11,13,1,28.0,75000,0,Западное Дегунино,Ильменский проезд,14к6,Селигерская,,21,"Москва, Ильменский проезд, 14к6"
2512,ID 22042636,homeowner,https://www.cian.ru/rent/flat/301438494/,Москва,rent,flat,11,22,-1,35.0,80000,0,Очаково-Матвеевское,Аминьевское шоссе,6,Давыдково,,11,"Москва, Аминьевское шоссе, 6"
2513,ID 106324475,homeowner,https://www.cian.ru/rent/flat/301339222/,Москва,rent,flat,4,24,1,40.0,80000,0,Тропарево-Никулино,Озерная ,35,Озёрная,,26,"Москва, Озерная , 35"
2514,Наталия Чернявская,realtor,https://www.cian.ru/rent/flat/301167251/,Москва,rent,flat,29,34,1,43.0,120000,0,Войковский, Адмирала Макарова,6Ак1,Водный стадион,,21,"Москва,  Адмирала Макарова, 6Ак1"
2515,ID 23800,realtor,https://www.cian.ru/rent/flat/301350376/,Москва,rent,flat,1,12,1,11.0,29000,0,Отрадное, Хачатуряна,18,Отрадное,,23,"Москва,  Хачатуряна, 18"
2516,ID 18330108,homeowner,https://www.cian.ru/rent/flat/301624139/,Москва,rent,flat,2,3,1,56.0,39500,0,, Центральная,27,Крёкшино,,16,"Москва,  Центральная, 27"
2517,ID 46993776,homeowner,https://www.cian.ru/rent/flat/269550485/,Москва,rent,flat,13,17,2,60.0,75000,0,Солнцево, Авиаторов,5к3,Солнцево,,8,"Москва,  Авиаторов, 5к3"
2518,ID 96843902,homeowner,https://www.cian.ru/rent/flat/301538921/,Москва,rent,flat,12,32,2,41.7,85000,0,Бутырский, Руставели,16к2,Бутырская,,7,"Москва,  Руставели, 16к2"
2519,ID 23668102,homeowner,https://www.cian.ru/rent/flat/301421821/,Москва,rent,flat,11,11,1,27.0,75000,0,Донской,Духовской переулок,19с2,Тульская,,18,"Москва, Духовской переулок, 19с2"
2520,ID 87649558,homeowner,https://www.cian.ru/rent/flat/282805136/,Москва,rent,flat,15,23,1,19.0,55000,0,Западное Дегунино,Ильменский проезд,17к4,Селигерская,,21,"Москва, Ильменский проезд, 17к4"
2522,Дмитрий Дидков,realtor,https://www.cian.ru/rent/flat/220105624/,Москва,rent,flat,15,17,1,37.0,50000,0,Коньково, Академика Капицы,34/121,Коньково,,7,"Москва,  Академика Капицы, 34/121"
2523,ГЕРМЕС,real_estate_agent,https://www.cian.ru/rent/flat/301073108/,Москва,rent,flat,7,9,1,32.4,50000,0,Теплый Стан,Профсоюзная ,140К1,Коньково,,7,"Москва, Профсоюзная , 140К1"
2524,Олеся Сухочева,realtor,https://www.cian.ru/rent/flat/301487717/,Москва,rent,flat,5,5,1,31.0,50000,0,Пресненский,Стрельбищенский переулок,25А,Улица 1905 года,,12,"Москва, Стрельбищенский переулок, 25А"
2525,Ирина Артамонова,realtor,https://www.cian.ru/rent/flat/301217212/,Москва,rent,flat,12,25,1,41.7,50000,0,Люблино,Люблинская ,80к3,Перерва,,13,"Москва, Люблинская , 80к3"
2526,Михаил Татарцев,realtor,https://www.cian.ru/rent/flat/296608241/,Москва,rent,flat,5,9,1,38.0,50000,0,Нагорный,Чонгарский бульвар,16К2,Варшавская,,8,"Москва, Чонгарский бульвар, 16К2"
2527,Central-arenda,real_estate_agent,https://www.cian.ru/rent/flat/294720646/,Москва,rent,flat,4,4,1,33.0,50000,0,Соколиная гора,2-й Вольный переулок,11,Соколиная гора,,8,"Москва, 2-й Вольный переулок, 11"
2528,Татьяна Чугунова,realtor,https://www.cian.ru/rent/flat/271554437/,Москва,rent,flat,4,22,1,39.0,50000,0,Ломоносовский, Гарибальди,8,Новые Черёмушки,,11,"Москва,  Гарибальди, 8"
2529,ИНГРУПП,real_estate_agent,https://www.cian.ru/rent/flat/301356886/,Москва,rent,flat,3,5,1,30.0,50000,0,Сокольники, Стромынка,15,Сокольники,,9,"Москва,  Стромынка, 15"
2530,Сити Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/301421011/,Москва,rent,flat,26,29,1,45.0,50000,0,Марьино,Донецкая ,30к2,Курьяново,,10,"Москва, Донецкая , 30к2"
2531,Алексей Булатников,realtor,https://www.cian.ru/rent/flat/300524042/,Москва,rent,flat,6,15,1,37.3,50000,0,Молжаниновский,Ленинградское шоссе,228к4,Молжаниново,,10,"Москва, Ленинградское шоссе, 228к4"
2532,UNO - Отдел краткосрочной аренды,real_estate_agent,https://www.cian.ru/rent/flat/285319120/,Москва,rent,flat,1,4,1,15.0,50000,0,Текстильщики,1-й Саратовский проезд,4,Текстильщики,,28,"Москва, 1-й Саратовский проезд, 4"
2533,UNIVERSE-REALTY GROUP,real_estate_agent,https://www.cian.ru/rent/flat/301231122/,Москва,rent,flat,9,14,1,40.0,50000,0,Богородское,переулок Алымов,4,Преображенская площадь,,19,"Москва, переулок Алымов, 4"
2534,Мой Дом - отделение Добрынинское,real_estate_agent,https://www.cian.ru/rent/flat/301168199/,Москва,rent,flat,3,25,1,33.0,50000,0,Марьино,Донецкая ,34к2,Курьяново,,10,"Москва, Донецкая , 34к2"
2535,Диос Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/301159326/,Москва,rent,flat,7,9,1,32.0,50000,0,Савеловский,2-я Хуторская ,18К1,Дмитровская,,23,"Москва, 2-я Хуторская , 18К1"
2536,YU HOME,real_estate_agent,https://www.cian.ru/rent/flat/301044077/,Москва,rent,flat,17,17,1,40.0,50000,0,, Радужная,8,Рассказовка,,41,"Москва,  Радужная, 8"
2538,Алексей Коровин,realtor,https://www.cian.ru/rent/flat/299572075/,Москва,rent,flat,7,22,1,39.0,50000,0,Орехово-Борисово Северное, Маршала Захарова,8К3,Орехово,,5,"Москва,  Маршала Захарова, 8К3"
2539,Сергей Антонов,realtor,https://www.cian.ru/rent/flat/301788505/,Москва,rent,flat,9,17,1,48.0,50000,0,Выхино-Жулебино,Привольная ,1К2,Лермонтовский проспект,,4,"Москва, Привольная , 1К2"
2540,Злата Рязанцева,realtor,https://www.cian.ru/rent/flat/301763413/,Москва,rent,flat,9,9,1,35.7,50000,0,, Александры Монаховой,84к4,Бунинская аллея,,86,"Москва,  Александры Монаховой, 84к4"
2541,Алексей Спицын,realtor,https://www.cian.ru/rent/flat/301759728/,Москва,rent,flat,3,25,1,41.0,50000,0,Нагорный,Варшавское шоссе,100к1,Варшавская,,8,"Москва, Варшавское шоссе, 100к1"
2542,Константин Ештокин,realtor,https://www.cian.ru/rent/flat/301074155/,Москва,rent,flat,9,17,1,39.0,50000,0,Люблино,Цимлянская ,14,Люблино,,15,"Москва, Цимлянская , 14"
2543,Роман Войницкий,realtor,https://www.cian.ru/rent/flat/293388326/,Москва,rent,flat,5,17,1,38.9,50000,0,Зябликово,Шипиловская ,48К1,Шипиловская,,10,"Москва, Шипиловская , 48К1"
2544,Татьяна Кузнецова,realtor,https://www.cian.ru/rent/flat/301651405/,Москва,rent,flat,10,14,1,40.0,50000,0,Южнопортовый,Шарикоподшипниковская ,28,Дубровка,,7,"Москва, Шарикоподшипниковская , 28"
2545,Алена Рудова,realtor,https://www.cian.ru/rent/flat/301687598/,Москва,rent,flat,3,5,1,32.0,50000,0,Кузьминки, Маршала Чуйкова,22К1,Кузьминки,,22,"Москва,  Маршала Чуйкова, 22К1"
2546,Ирина Романова,realtor,https://www.cian.ru/rent/flat/301595042/,Москва,rent,flat,2,5,1,30.0,50000,0,Черемушки, Каховка,22К3,Зюзино,,8,"Москва,  Каховка, 22К3"
2547,Ольга Шемякина,realtor,https://www.cian.ru/rent/flat/300412561/,Москва,rent,flat,8,9,1,32.0,50000,0,Тропарево-Никулино, 26 Бакинских Комиссаров,7к5,Юго-Западная,,17,"Москва,  26 Бакинских Комиссаров, 7к5"
2549,Сергей Веретенников,realtor,https://www.cian.ru/rent/flat/301557733/,Москва,rent,flat,16,19,1,39.0,50000,0,Чертаново Южное,Варшавское шоссе,170Ек9,Лесопарковая,,5,"Москва, Варшавское шоссе, 170Ек9"
2550,Екатерина Юрченко,realtor,https://www.cian.ru/rent/flat/300821822/,Москва,rent,flat,4,20,1,51.0,50000,0,Митино,Митинская ,12,Волоколамская,,2,"Москва, Митинская , 12"
2551,YU HOME,real_estate_agent,https://www.cian.ru/rent/flat/301788343/,Москва,rent,flat,7,14,1,43.0,51000,0,Головинский,Кронштадтский бульвар,45К2,Водный стадион,,21,"Москва, Кронштадтский бульвар, 45К2"
2552,Сергей Комбаров,realtor,https://www.cian.ru/rent/flat/301206702/,Москва,rent,flat,6,12,1,38.0,51000,0,Таганский,Таганская ,31/22,Пролетарская,,6,"Москва, Таганская , 31/22"
2553,FN Realty,real_estate_agent,https://www.cian.ru/rent/flat/301265641/,Москва,rent,flat,11,16,1,37.6,51000,0,Зюзино,Фруктовая ,16,Нахимовский проспект,,4,"Москва, Фруктовая , 16"
2554,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/rent/flat/301613639/,Москва,rent,flat,7,17,1,38.0,51000,0,Левобережный,Ленинградское шоссе,116,Беломорская,,9,"Москва, Ленинградское шоссе, 116"
2555,Рустам Каюмов,realtor,https://www.cian.ru/rent/flat/301600505/,Москва,rent,flat,16,22,1,42.0,51000,0,, Самуила Маршака,15,Рассказовка,,41,"Москва,  Самуила Маршака, 15"
2556,Александр Градобоев,realtor,https://www.cian.ru/rent/flat/301603453/,Москва,rent,flat,13,16,1,38.0,51000,0,Бескудниковский,Коровинское шоссе,6К2,Селигерская,,21,"Москва, Коровинское шоссе, 6К2"
2557,MY HOME,real_estate_agent,https://www.cian.ru/rent/flat/301745226/,Москва,rent,flat,2,24,1,25.0,52000,0,Западное Дегунино,Дмитровское шоссе,71А,Верхние Лихоборы,,11,"Москва, Дмитровское шоссе, 71А"
2558,Владис,real_estate_agent,https://www.cian.ru/rent/flat/301789584/,Москва,rent,flat,14,17,1,37.6,52000,0,Восточное Дегунино, 800-летия Москвы,14,Яхромская,,18,"Москва,  800-летия Москвы, 14"
2559,MY HOME,real_estate_agent,https://www.cian.ru/rent/flat/301608727/,Москва,rent,flat,10,17,1,45.0,52000,0,, Самуила Маршака,21,Рассказовка,,41,"Москва,  Самуила Маршака, 21"
2560,ОЛЛМЕТР,real_estate_agent,https://www.cian.ru/rent/flat/203854551/,Москва,rent,flat,12,22,1,49.0,52000,0,Очаково-Матвеевское,Веерная ,22К2,Славянский бульвар,,2,"Москва, Веерная , 22К2"
2561,MY HOME,real_estate_agent,https://www.cian.ru/rent/flat/301518605/,Москва,rent,flat,7,14,1,45.0,52000,0,Строгино, Исаковского,33К2,Строгино,,11,"Москва,  Исаковского, 33К2"
2562,Белый Город,real_estate_agent,https://www.cian.ru/rent/flat/301118381/,Москва,rent,flat,12,23,1,43.0,52000,0,Чертаново Южное, Академика Янгеля,2,Улица Академика Янгеля,,12,"Москва,  Академика Янгеля, 2"
2563,MY HOME,real_estate_agent,https://www.cian.ru/rent/flat/301500979/,Москва,rent,flat,11,25,1,30.0,52000,0,, Саларьевская,9,Саларьево,,29,"Москва,  Саларьевская, 9"
2564,Альянс-Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/278683585/,Москва,rent,flat,13,17,1,35.4,52000,0,Теплый Стан,Ленинский проспект,127,Тропарёво,,10,"Москва, Ленинский проспект, 127"
2565,ЕГСН Аренда,real_estate_agent,https://www.cian.ru/rent/flat/300702812/,Москва,rent,flat,8,14,1,36.0,52000,0,Ломоносовский, Вавилова,75,Профсоюзная,,14,"Москва,  Вавилова, 75"
2566,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301175883/,Москва,rent,flat,9,27,1,25.0,52000,0,Нижегородский,Перовское шоссе,2к2,Нижегородская,,35,"Москва, Перовское шоссе, 2к2"
2567,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301646795/,Москва,rent,flat,15,17,1,39.0,52000,0,Нагорный,Чонгарский бульвар,11,Варшавская,,8,"Москва, Чонгарский бульвар, 11"
2568,Аркадий Чапайкин,realtor,https://www.cian.ru/rent/flat/292463270/,Москва,rent,flat,13,24,1,34.0,52000,0,, Бачуринская,9Ак1,Коммунарка,,83,"Москва,  Бачуринская, 9Ак1"
2569,Кей Эстейт,real_estate_agent,https://www.cian.ru/rent/flat/300654241/,Москва,rent,flat,13,16,1,34.6,52000,0,Коньково,Севастопольский проспект,58,Беляево,,14,"Москва, Севастопольский проспект, 58"
2570,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301028127/,Москва,rent,flat,16,22,1,46.0,52000,0,Алтуфьевский,Алтуфьевское шоссе,77к1,Бескудниково,,7,"Москва, Алтуфьевское шоссе, 77к1"
2571,Михаил Мальцев,realtor,https://www.cian.ru/rent/flat/301233785/,Москва,rent,flat,7,16,1,38.0,52000,0,Тропарево-Никулино,проспект Вернадского,127,Юго-Западная,,17,"Москва, проспект Вернадского, 127"
2572,Мирослава Тугарина,realtor,https://www.cian.ru/rent/flat/300791188/,Москва,rent,flat,1,14,1,37.0,52000,0,Головинский, Лавочкина,16К2,Водный стадион,,21,"Москва,  Лавочкина, 16К2"
2573,Сергей Самусик,realtor,https://www.cian.ru/rent/flat/301726083/,Москва,rent,flat,7,17,1,37.7,52000,0,Бибирево, Пришвина,23,Бибирево,,12,"Москва,  Пришвина, 23"
2574,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301272366/,Москва,rent,flat,17,17,1,38.0,52500,0,Орехово-Борисово Южное,Гурьевский проезд,35/58,Зябликово,,8,"Москва, Гурьевский проезд, 35/58"
2575,Тамара Самохина,realtor,https://www.cian.ru/rent/flat/301785856/,Москва,rent,flat,7,12,1,38.0,53000,0,Хорошево-Мневники, Маршала Тухачевского,50К2,Народное Ополчение,,21,"Москва,  Маршала Тухачевского, 50К2"
2576,МИЭЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/301593563/,Москва,rent,flat,1,17,1,40.0,53000,0,Раменки, Раменки,9К2,Раменки,,7,"Москва,  Раменки, 9К2"
2577,МИЭЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/300932332/,Москва,rent,flat,9,17,1,38.0,53000,0,Ново-Переделкино,Боровское шоссе,18К3,Боровское шоссе,,2,"Москва, Боровское шоссе, 18К3"
2578,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301226028/,Москва,rent,flat,6,16,1,40.0,53000,0,Чертаново Северное,Кировоградская ,8К1,Южная,,1,"Москва, Кировоградская , 8К1"
2579,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301646790/,Москва,rent,flat,2,9,1,35.0,53000,0,Зюзино,Симферопольский бульвар,16К4,Каховская,,6,"Москва, Симферопольский бульвар, 16К4"
2580,Моя Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/250969698/,Москва,rent,flat,5,8,1,38.0,53000,0,Преображенское,Большая Черкизовская ,4К1,Преображенская площадь,,19,"Москва, Большая Черкизовская , 4К1"
2581,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301498837/,Москва,rent,flat,4,16,1,55.0,53000,0,Войковский,Старопетровский проезд,12к4,Войковская,,5,"Москва, Старопетровский проезд, 12к4"
2582,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301270737/,Москва,rent,flat,22,33,1,25.6,53000,0,Нижегородский,Новохохловская ,15к3,Калитники,,23,"Москва, Новохохловская , 15к3"
2583,Гранд Мегаполис,real_estate_agent,https://www.cian.ru/rent/flat/300595947/,Москва,rent,flat,8,8,1,37.0,53000,0,Рязанский,Луховицкая ,2/57,Окская,,11,"Москва, Луховицкая , 2/57"
2584,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301310992/,Москва,rent,flat,13,20,1,36.0,53000,0,Лианозово,Новгородская ,5к1,Алтуфьево,,10,"Москва, Новгородская , 5к1"
2585,Семейные Инвестиции,real_estate_agent,https://www.cian.ru/rent/flat/300018052/,Москва,rent,flat,4,16,1,36.4,53000,0,Новогиреево,Новогиреевская ,54,Перово,,11,"Москва, Новогиреевская , 54"
2586,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/rent/flat/301523407/,Москва,rent,flat,1,9,1,34.1,53000,0,Очаково-Матвеевское,Матвеевская ,10К2,Матвеевская,,4,"Москва, Матвеевская , 10К2"
2587,Павел Резакин,realtor,https://www.cian.ru/rent/flat/274458423/,Москва,rent,flat,7,12,1,43.0,53000,0,Южное Медведково,Заповедная ,8,Свиблово,,15,"Москва, Заповедная , 8"
2588,Татьяна Крылова,realtor,https://www.cian.ru/rent/flat/300789019/,Москва,rent,flat,10,12,1,38.0,53000,0,Соколиная гора,Вольная ,4,Семёновская,,6,"Москва, Вольная , 4"
2589,ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/301735423/,Москва,rent,flat,3,20,1,19.7,53600,0,Очаково-Матвеевское,Озерная ,44,Озёрная,,26,"Москва, Озерная , 44"
2590,Алсу Нихматулина,realtor,https://www.cian.ru/rent/flat/300989819/,Москва,rent,flat,7,14,1,37.0,54000,0,Таганский,переулок Ковров,15,Москва-Товарная,,4,"Москва, переулок Ковров, 15"
2591,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/300565213/,Москва,rent,flat,5,9,1,33.0,54000,0,Даниловский, Серпуховский Вал,5,Тульская,,18,"Москва,  Серпуховский Вал, 5"
2592,Паскаль,real_estate_agent,https://www.cian.ru/rent/flat/301609098/,Москва,rent,flat,4,26,1,38.0,54000,0,Хорошево-Мневники, Народного Ополчения,33,Октябрьское поле,,12,"Москва,  Народного Ополчения, 33"
2593,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301207022/,Москва,rent,flat,4,17,1,44.0,54000,0,Новогиреево,Перовская ,66к1,Кусково,,4,"Москва, Перовская , 66к1"
