,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex,underground_counts,adress
2594,Артем Нечаев,realtor,https://www.cian.ru/rent/flat/300996245/,Москва,rent,flat,1,12,1,40.0,54000,0,Аэропорт, Черняховского,9К4,Аэропорт,,6,"Москва,  Черняховского, 9К4"
2595,Дмитрий Шевченко,realtor,https://www.cian.ru/rent/flat/291828209/,Москва,rent,flat,8,12,1,34.0,54000,0,Орехово-Борисово Северное, Генерала Белова,33/19,Домодедовская,,12,"Москва,  Генерала Белова, 33/19"
2596,Моя Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/301045748/,Москва,rent,flat,9,14,1,43.0,54990,0,Преображенское,Большая Черкизовская ,9А,Преображенская площадь,,19,"Москва, Большая Черкизовская , 9А"
2597,Игорь Ротшильд,realtor,https://www.cian.ru/rent/flat/301792902/,Москва,rent,flat,12,20,1,43.0,55000,0,Рязанский, Михайлова,30Ак1,Плющево,,6,"Москва,  Михайлова, 30Ак1"
2598,MY HOME,real_estate_agent,https://www.cian.ru/rent/flat/301713625/,Москва,rent,flat,15,22,1,25.0,55000,0,Покровское-Стрешнево,Волоколамское шоссе,71/22к3,Спартак,,13,"Москва, Волоколамское шоссе, 71/22к3"
2599,АЖС-недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/301538165/,Москва,rent,flat,3,28,1,29.0,55000,0,Головинский,Головинское шоссе,11,Водный стадион,,21,"Москва, Головинское шоссе, 11"
2600,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/301255324/,Москва,rent,flat,16,17,1,40.0,55000,0,, Самуила Маршака,20,Рассказовка,,41,"Москва,  Самуила Маршака, 20"
2601,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/301714595/,Москва,rent,flat,8,17,1,40.0,55000,0,Нагатино-Садовники,Высокая ,12,Коломенская,,16,"Москва, Высокая , 12"
2602,MY HOME,real_estate_agent,https://www.cian.ru/rent/flat/301598658/,Москва,rent,flat,1,6,1,20.0,55000,0,Тверской,Долгоруковская ,29,Новослободская,,2,"Москва, Долгоруковская , 29"
2603,MY HOME,real_estate_agent,https://www.cian.ru/rent/flat/301609712/,Москва,rent,flat,8,9,1,35.0,55000,0,Бабушкинский,Енисейская ,17К3,Бабушкинская,,16,"Москва, Енисейская , 17К3"
2604,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301718388/,Москва,rent,flat,5,16,1,34.0,55000,0,Теплый Стан, Академика Виноградова,12,Тёплый Стан,,8,"Москва,  Академика Виноградова, 12"
2605,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301786544/,Москва,rent,flat,1,9,1,32.0,55000,0,Вешняки, Красный Казанец,3К4,Вешняки,,5,"Москва,  Красный Казанец, 3К4"
2606,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301786540/,Москва,rent,flat,2,2,1,14.0,55000,0,Преображенское,Суворовская ,19Ас1,Преображенская площадь,,19,"Москва, Суворовская , 19Ас1"
2607,Ла Терра,real_estate_agent,https://www.cian.ru/rent/flat/301737171/,Москва,rent,flat,3,25,1,44.0,55000,0,Обручевский,Ленинский проспект,109/1к2,Новаторская,,10,"Москва, Ленинский проспект, 109/1к2"
2608,МИЭЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/301262629/,Москва,rent,flat,5,24,1,39.0,55000,0,Бескудниковский,Бескудниковский бульвар,10К5,Верхние Лихоборы,,11,"Москва, Бескудниковский бульвар, 10К5"
2609,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301784498/,Москва,rent,flat,7,14,1,38.0,55000,0,Западное Дегунино,Талдомская ,17К2,Грачёвская,,25,"Москва, Талдомская , 17К2"
2610,МИЭЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/300232009/,Москва,rent,flat,4,9,1,36.0,55000,0,Замоскворечье,Стремянный переулок,17/21,Павелецкая,,11,"Москва, Стремянный переулок, 17/21"
2611,Любовь Дмитренко,realtor,https://www.cian.ru/rent/flat/167156825/,Москва,rent,flat,5,14,1,40.0,55000,0,Можайский,Беловежская ,57,Молодёжная,,14,"Москва, Беловежская , 57"
2612,Валерия Боголюбова,realtor,https://www.cian.ru/rent/flat/301205819/,Москва,rent,flat,5,17,1,42.0,55000,0,Коптево,Старокоптевский переулок,8А,Коптево,,13,"Москва, Старокоптевский переулок, 8А"
2613,ИП Тугумов А. Р.,real_estate_agent,https://www.cian.ru/rent/flat/299948312/,Москва,rent,flat,6,24,1,33.0,55000,0,Люблино,Люблинская ,72к3,Депо,,11,"Москва, Люблинская , 72к3"
2614,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301729479/,Москва,rent,flat,8,9,1,30.0,55000,0,Бабушкинский,Енисейская ,17К3,Бабушкинская,,16,"Москва, Енисейская , 17К3"
2615,Наталья Юркенас,realtor,https://www.cian.ru/rent/flat/299281186/,Москва,rent,flat,18,22,1,39.0,55000,0,Марьино,Мячковский бульвар,14К2,Братиславская,,18,"Москва, Мячковский бульвар, 14К2"
2616,YU HOME,real_estate_agent,https://www.cian.ru/rent/flat/301777176/,Москва,rent,flat,2,12,1,36.0,55000,0,Академический,Большая Черемушкинская ,10К1,Крымская,,4,"Москва, Большая Черемушкинская , 10К1"
2617,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301729465/,Москва,rent,flat,1,6,1,35.0,55000,0,Южнопортовый,Южнопортовая ,12,Кожуховская,,3,"Москва, Южнопортовая , 12"
2618,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301767397/,Москва,rent,flat,9,17,1,43.0,55000,0,Отрадное,Отрадный проезд,5,Отрадное,,23,"Москва, Отрадный проезд, 5"
2619,Геннадий Картавцев,realtor,https://www.cian.ru/rent/flat/301542949/,Москва,rent,flat,5,12,1,35.0,55000,0,Басманный,Бауманская ,58А,Бауманская,,12,"Москва, Бауманская , 58А"
2620,MY HOME,real_estate_agent,https://www.cian.ru/rent/flat/301586639/,Москва,rent,flat,5,17,1,43.0,55000,0,Хорошево-Мневники, Маршала Тухачевского,14к1,Народное Ополчение,,21,"Москва,  Маршала Тухачевского, 14к1"
2621,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301758577/,Москва,rent,flat,8,31,1,26.0,55000,0,Нижегородский,Газгольдерная ,10АС17,Стахановская,,11,"Москва, Газгольдерная , 10АС17"
2622,Любовь Рублева,realtor,https://www.cian.ru/rent/flat/279402327/,Москва,rent,flat,3,22,1,20.0,55000,0,Кунцево, Маршала Сергеева,3,Молодёжная,,14,"Москва,  Маршала Сергеева, 3"
2624,Елена Будницкая,realtor,https://www.cian.ru/rent/flat/300922672/,Москва,rent,flat,4,17,1,36.0,50000,0,Таганский,переулок Ковров,26С1,Площадь Ильича,,5,"Москва, переулок Ковров, 26С1"
2625,MY HOME,real_estate_agent,https://www.cian.ru/rent/flat/301563161/,Москва,rent,flat,2,26,1,30.0,65000,0,Даниловский,Автозаводская ,23Бк2,ЗИЛ,,14,"Москва, Автозаводская , 23Бк2"
2626,Тамара Соколова,realtor,https://www.cian.ru/rent/flat/301511247/,Москва,rent,flat,14,24,1,45.0,60000,0,Фили-Давыдково, Герасима Курина,22,Славянский бульвар,,2,"Москва,  Герасима Курина, 22"
2627,ID 276699,realtor,https://www.cian.ru/rent/flat/286641074/,Москва,rent,flat,7,7,1,42.0,45000,0,Сокольники,Песочный переулок,3,Сокольники,,9,"Москва, Песочный переулок, 3"
2628,Марина Харламова,realtor,https://www.cian.ru/rent/flat/264899946/,Москва,rent,flat,12,20,1,39.0,60000,0,Покровское-Стрешнево,Волоколамское шоссе,71к4,Спартак,,13,"Москва, Волоколамское шоссе, 71к4"
2629,Ключ к Недвижимости,real_estate_agent,https://www.cian.ru/rent/flat/301263914/,Москва,rent,flat,10,17,2,54.0,63000,0,Марьино, Перерва,33,Братиславская,,18,"Москва,  Перерва, 33"
2630,ID 2200594,realtor,https://www.cian.ru/rent/flat/300995528/,Москва,rent,flat,8,12,2,54.0,63000,0,Богородское,Погонный проезд,5К2,Белокаменная,,4,"Москва, Погонный проезд, 5К2"
2631,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/300723742/,Москва,rent,flat,1,9,2,60.0,63000,0,Северное Тушино,Планерная ,3К7,Планерная,,7,"Москва, Планерная , 3К7"
2632,Столичная Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/301261279/,Москва,rent,flat,10,14,2,46.1,63000,0,Беговой,Верхняя ,18,Белорусская,,12,"Москва, Верхняя , 18"
2633,АЗБУКА НЕДВИЖИМОСТИ,real_estate_agent,https://www.cian.ru/rent/flat/300189078/,Москва,rent,flat,4,5,2,58.8,63500,0,Покровское-Стрешнево, Большая Набережная,19,Тушинская,,6,"Москва,  Большая Набережная, 19"
2634,Людмила Дейнега,realtor,https://www.cian.ru/rent/flat/301677141/,Москва,rent,flat,4,20,2,62.0,63000,0,Тимирязевский,Линейный проезд,8А,Петровско-Разумовская,,4,"Москва, Линейный проезд, 8А"
2635,Монолит Столица,real_estate_agent,https://www.cian.ru/rent/flat/301209565/,Москва,rent,flat,9,16,2,44.0,64000,0,Богородское,Погонный проезд,7К3,Белокаменная,,4,"Москва, Погонный проезд, 7К3"
2636,Монолит Столица,real_estate_agent,https://www.cian.ru/rent/flat/301206161/,Москва,rent,flat,9,12,2,44.0,64000,0,Строгино, Исаковского,28К1,Строгино,,11,"Москва,  Исаковского, 28К1"
2637,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301173491/,Москва,rent,flat,8,9,2,38.0,64000,0,Таганский,Волгоградский проспект,15,Волгоградский проспект,,1,"Москва, Волгоградский проспект, 15"
2638,Самолет Плюс,real_estate_agent,https://www.cian.ru/rent/flat/300993861/,Москва,rent,flat,6,16,2,34.0,65000,0,,,5с1,Румянцево,,10,"Москва, , 5с1"
2639,MY HOME,real_estate_agent,https://www.cian.ru/rent/flat/301786012/,Москва,rent,flat,17,24,2,60.0,65000,0,Можайский, Красных Зорь,23,Кунцевская,,3,"Москва,  Красных Зорь, 23"
2640,Столичный Проспект,real_estate_agent,https://www.cian.ru/rent/flat/301154611/,Москва,rent,flat,5,12,2,66.0,65000,0,Алексеевский,проспект Мира,180К2,ВДНХ,,18,"Москва, проспект Мира, 180К2"
2641,ШАРАПОВ,real_estate_agent,https://www.cian.ru/rent/flat/300585170/,Москва,rent,flat,3,9,2,58.5,65000,0,Гольяново,Чусовская ,11К1,Щёлковская,,44,"Москва, Чусовская , 11К1"
2642,Елена Стометова,realtor,https://www.cian.ru/rent/flat/300379572/,Москва,rent,flat,9,9,2,55.0,65000,0,Нагатино-Садовники,Каширское шоссе,7К1,Каширская,,5,"Москва, Каширское шоссе, 7К1"
2643,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/rent/flat/301789106/,Москва,rent,flat,4,19,2,55.5,65000,0,Чертаново Южное,Варшавское шоссе,170Ек7,Лесопарковая,,5,"Москва, Варшавское шоссе, 170Ек7"
2644,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/299549083/,Москва,rent,flat,5,12,2,52.0,65000,0,Хорошево-Мневники, Демьяна Бедного,23К2,Народное Ополчение,,21,"Москва,  Демьяна Бедного, 23К2"
